cutoff_radius_over_r0,radius_squared,shell_multiplicity,shell_charge,shell_madelung_contribution,direct_madelung_sum,local_charge,delta_q,image_charge_correction,neutralized_madelung_sum,reference,direct_error,neutralized_error
5.0,25,30,-30,-6.000000000000003,-5.2458201122615575,-17,17,3.4,-1.8458201122615576,-1.7475645946331821,-3.498255517628375,-0.09825551762837548
5.0990195135927845,26,72,72,14.12036172994923,8.874541617687672,55,-55,-10.786387432600122,-1.91184581491245,-1.7475645946331821,10.622106212320855,-0.16428122027926784
5.196152422706632,27,32,-32,-6.158402871356006,2.7161387463316666,23,-23,-4.426352063787131,-1.7102133174554641,-1.7475645946331821,4.463703340964849,0.03735127717771802
5.385164807134504,29,72,-72,-13.370064348747722,-10.653925602416056,-49,49,9.099071570675541,-1.5548540317405148,-1.7475645946331821,-8.906361007782873,0.1927105628926673
5.477225575051661,30,48,48,8.76356092008266,-1.890364682333395,-1,1,0.18257418583505536,-1.7077904964983397,-1.7475645946331821,-0.1428000877002129,0.03977409813484245
5.656854249492381,32,12,12,2.121320343559643,0.23095566122624778,11,-11,-1.9445436482630056,-1.7135879870367579,-1.7475645946331821,1.97852025585943,0.03397660759642429
5.744562646538029,33,48,-48,-8.355727485873503,-8.124771824647254,-37,37,6.44087327036082,-1.6838985542864346,-1.7475645946331821,-6.377207230014072,0.0636660403467475
5.830951894845301,34,48,48,8.231932086840413,0.10716026219315822,11,-11,-1.8864844365675972,-1.779324174374439,-1.7475645946331821,1.8547248568263404,-0.03175957974125687
5.916079783099616,35,48,-48,-8.113480845393763,-8.006320583200605,-37,37,6.254141484991022,-1.7521790982095826,-1.7475645946331821,-6.258755988567422,-0.004614503576400475
6.0,36,30,30,5.0,-3.006320583200605,-7,7,1.1666666666666667,-1.839653916533938,-1.7475645946331821,-1.2587559885674227,-0.09208932190075592
6.082762530298219,37,24,-24,-3.945575695328575,-6.95189627852918,-31,31,5.0963686064660765,-1.8555276720631033,-1.7475645946331821,-5.204331683895997,-0.10796307742992117
6.164414002968976,38,72,72,11.679942321414917,4.728046042885737,41,-41,-6.651078266361265,-1.923032223475528,-1.7475645946331821,6.475610637518919,-0.1754676288423458
6.324555320336759,40,24,24,3.7947331922020555,8.522779235087793,65,-65,-10.277402395547233,-1.75462316045944,-1.7475645946331821,10.270343829720975,-0.0070585658262578566
6.4031242374328485,41,96,-96,-14.992681141306198,-6.469901906218405,-31,31,4.841386618546788,-1.6285152876716174,-1.7475645946331821,-4.722337311585223,0.1190493069615648
6.48074069840786,42,48,48,7.406560798180409,0.9366588919620034,17,-17,-2.6231569493555624,-1.686498057393559,-1.7475645946331821,2.6842234865951857,0.061066537239623075
6.557438524302,43,24,-24,-3.659965687982513,-2.7233067960205095,-7,7,1.0674899923282326,-1.655816803692277,-1.7475645946331821,-0.9757422013873274,0.09174779094090524
6.6332495807108,44,24,24,3.618136134933162,0.8948293389126527,17,-17,-2.5628464289109907,-1.668017089998338,-1.7475645946331821,2.6423939335458346,0.07954750463484417
6.708203932499369,45,72,-72,-10.733126291998992,-9.83829695308634,-55,55,8.198915917499228,-1.6393810355871121,-1.7475645946331821,-8.090732358453158,0.10818355904607002
6.782329983125268,46,48,48,7.077213895435064,-2.761083057651276,-7,7,1.03209369308428,-1.728989364566996,-1.7475645946331821,-1.0135184630180938,0.01857523006618611
6.928203230275509,48,8,8,1.1547005383792517,-1.6063825192720242,1,-1,-0.14433756729740646,-1.7507200865694308,-1.7475645946331821,0.1411820753611579,-0.0031554919362486444
7.0,49,54,-54,-7.714285714285722,-9.320668233557747,-53,53,7.571428571428571,-1.7492396621291757,-1.7475645946331821,-7.5731036389245645,-0.001675067495993554
7.0710678118654755,50,84,84,11.879393923933986,2.5587256903762388,31,-31,-4.384062043356595,-1.8253363529803561,-1.7475645946331821,4.306290285009421,-0.07777175834717398
7.14142842854285,51,48,-48,-6.721344403334452,-4.1626187129582135,-17,17,2.3804761428476167,-1.7821425701105968,-1.7475645946331821,-2.415054118325031,-0.0345779754774147
7.211102550927978,52,24,24,3.328201177351374,-0.8344175356068395,7,-7,-0.9707253433941511,-1.8051428790009907,-1.7475645946331821,0.9131470590263426,-0.05757828436780854
7.280109889280518,53,72,-72,-9.889960604305614,-10.724378139912453,-65,65,8.928436656664786,-1.7959414832476668,-1.7475645946331821,-8.97681354527927,-0.04837688861448464
7.3484692283495345,54,96,96,13.063945294843602,2.3395671549311494,31,-31,-4.218565668126584,-1.8789985131954348,-1.7475645946331821,4.087131749564332,-0.13143391856225262
7.483314773547883,56,48,48,6.414269805898182,8.753836960829332,79,-79,-10.556819055540764,-1.8029820947114317,-1.7475645946331821,10.501401555462515,-0.055417500078249526
7.54983443527075,57,48,-48,-6.357755313912206,2.3960816469171267,31,-31,-4.106050306901635,-1.7099686599845088,-1.7475645946331821,4.143646241550309,0.03759593464867339
7.615773105863909,58,24,24,3.151354388633343,5.5474360355504695,55,-55,-7.221853807284741,-1.6744177717342712,-1.7475645946331821,7.295000630183652,0.07314682289891095
7.681145747868608,59,72,-72,-9.373601590619312,-3.826165555068843,-17,17,2.213211486674006,-1.6129540683948371,-1.7475645946331821,-2.0786009604356606,0.13461052623834502
7.810249675906654,61,72,-72,-9.218655355168519,-13.044820910237362,-89,89,11.395282314027742,-1.64953859620962,-1.7475645946331821,-11.29725631560418,0.09802599842356208
